Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
micah,"15 years, 10 months","Stroudsburg, PA, United States","114,271",15.9m,169,295,87,235,329,"c# 918,wpf 451,.net 435,jquery 171,javascript 171,asp.net 59,",https://stackoverflow.com/users/17744/micah
linda lawton daimto,"11 years, 7 months",Denmark,"114,223",8.1m,"5,048",192,,,,"google-api 3,708,google-oauth 2,155,google-drive-api 1,165,google-analytics 1,059,c# 980,php 864,",https://stackoverflow.com/users/1841839/linda-lawton-daimto
john topley,"15 years, 11 months",United Kingdom,"114,702",11.1m,771,96,,,,"ruby-on-rails 3,546,ruby 2,136,javascript 2,117,activerecord 639,java 508,html 137,",https://stackoverflow.com/users/1450/john-topley
rp niemeyer,"13 years, 5 months",Wisconsin,"114,722",5.0m,"1,039",0,,,,"knockout.js 9,929,javascript 3,297,jquery 943,html 668,knockout-2.0 552,knockout-mapping-plugin 386,",https://stackoverflow.com/users/594420/rp-niemeyer
mvp,"11 years, 9 months","San Jose, CA","114,390",15.5m,"1,017",0,14,128,153,"git 4,673,sql 2,075,postgresql 704,linux 512,sqlite 479,c 278,",https://stackoverflow.com/users/1734130/mvp
andreas dolk,"15 years, 2 months","Treves, Rhineland-Palatinate, Germany","114,351",35.1m,"2,574",55,,,,"java 9,426,arrays 777,eclipse 610,string 513,exception 356,android 260,",https://stackoverflow.com/users/105224/andreas-dolk
christophed,"15 years, 3 months",Canada,"114,871",19.7m,625,18,,,,"python 7,096,linux 944,javascript 491,mysql 376,html 354,php 339,",https://stackoverflow.com/users/81179/christophed
apsillers,"13 years, 3 months",United States,"114,800",10.4m,"1,083",5,,,,"javascript 8,558,google-chrome-extension 1,957,jquery 1,526,google-chrome 1,457,html 1,024,node.js 559,",https://stackoverflow.com/users/710446/apsillers
ypercube%e1%b5%80%e1%b4%b9,"14 years, 2 months","Athens, Greece and London, UK","114,793",19.3m,"2,491",4,,,,"mysql 5,446,sql 4,632,sql-server 1,060,database 728,oracle 703,join 692,",https://stackoverflow.com/users/344949/ypercube%e1%b5%80%e1%b4%b9
mnel,"12 years, 2 months","Sydney, Australia","114,893",16.6m,"1,130",3,,,,"r 10,704,dataframe 2,874,ggplot2 1,708,data.table 1,470,plyr 456,plot 456,",https://stackoverflow.com/users/1385941/mnel
kemiller2002,"15 years, 11 months","Indianapolis, IN","114,986",16.7m,"1,252",16,28,198,253,"c# 3,721,javascript 2,112,.net 1,428,sql 1,111,asp.net 740,sql-server 590,",https://stackoverflow.com/users/1942/kemiller2002
pranav c balan,"10 years, 7 months","Ramanthali, Kannur, Kerala, India","114,766",10.2m,"3,232",43,,,,"javascript 6,414,jquery 4,170,html 2,270,arrays 1,278,css 907,regex 635,",https://stackoverflow.com/users/3037257/pranav-c-balan
alexr,"13 years, 9 months",Israel,"114,958",20.0m,"3,238",30,,,,"java 9,633,string 1,352,spring 342,eclipse 311,swing 259,multithreading 240,",https://stackoverflow.com/users/478399/alexr
collin jackson,12 years,"San Francisco, CA, United States","115,002",12.7m,292,7,,,,"flutter 10,215,dart 8,076,android 2,145,ios 1,809,flutter-layout 1,485,firebase 158,",https://stackoverflow.com/users/1463116/collin-jackson
philip fourie,"15 years, 10 months","Wellington, New Zealand","115,017",9.2m,188,34,,,,"c# 332,.net 247,sql-server 205,sql 148,vb.net 110,winforms 105,",https://stackoverflow.com/users/11123/philip-fourie
randomblue,"13 years, 3 months",,"115,155",12.3m,23,729,147,359,553,"javascript 125,node.js 89,html 71,jquery 25,css 7,ios 5,",https://stackoverflow.com/users/707381/randomblue
chi,"10 years, 5 months",,"115,001",1.5m,"2,207",0,3,140,225,"haskell 9,570,functional-programming 989,types 875,monads 746,typeclass 447,list 345,",https://stackoverflow.com/users/3234959/chi
lomaxx,"15 years, 11 months",Australia,"115,117",10.2m,416,89,,,,"c# 518,.net 262,sql 217,nhibernate 200,asp.net 186,javascript 92,",https://stackoverflow.com/users/493/lomaxx
anton gogolev,"15 years, 5 months","Belgrade, Serbia","115,025",16.7m,"1,509",102,,,,"c# 4,967,.net 1,563,asp.net 493,sql-server 411,sql 338,vb.net 313,",https://stackoverflow.com/users/60188/anton-gogolev
dfa,"15 years, 3 months","Zürich, Switzerland","115,759",22.9m,662,28,31,192,229,"java 7,009,javascript 849,c 599,arrays 549,string 420,design-patterns 351,",https://stackoverflow.com/users/89266/dfa
cmcginty,"15 years, 5 months","San Francisco, CA, United States","115,811",23.8m,244,62,,,,"git 2,774,python 686,powershell 344,java 339,gradle 328,vim 27,",https://stackoverflow.com/users/64313/cmcginty
brian rasmussen,"15 years, 8 months",Denmark,"115,810",16.8m,"1,279",18,34,223,319,"c# 5,854,.net 3,592,multithreading 748,windbg 734,visual-studio 329,debugging 314,",https://stackoverflow.com/users/38206/brian-rasmussen
daniel earwicker,"15 years, 9 months",United Kingdom,"116,098",14.6m,"1,223",43,,,,"c# 3,724,c++ 2,561,.net 1,659,java 1,057,c 862,javascript 601,",https://stackoverflow.com/users/27423/daniel-earwicker
legend,"14 years, 9 months",United States,"115,824",7.8m,62,503,,,,"android 1,178,sql 117,sql-server 107,sql-server-2008 27,r 19,c# 13,",https://stackoverflow.com/users/184046/legend
michael hor257k,"10 years, 7 months",,"115,746",3.4m,"5,959",3,6,34,52,"xslt 5,230,xml 3,818,xslt-1.0 1,334,xpath 668,xslt-2.0 643,filemaker 224,",https://stackoverflow.com/users/3016153/michael-hor257k
aristotle pagaltzis,"15 years, 10 months",Germany,"116,178",17.7m,146,2,,,,"git 10,270,version-control 643,git-rebase 601,rebase 600,vim 359,perl 308,",https://stackoverflow.com/users/9410/aristotle-pagaltzis
matt joiner,"14 years, 11 months","South-east NSW, Australia","116,132",20.9m,552,371,,,,"c 1,614,python 1,607,c++ 646,linux 580,gcc 511,go 93,",https://stackoverflow.com/users/149482/matt-joiner
thomasrutter,"15 years, 6 months",Australia,"116,464",21.6m,567,32,,,,"mysql 3,225,utf-8 2,245,javascript 2,016,php 1,434,html 664,http 541,",https://stackoverflow.com/users/53212/thomasrutter
crescent fresh,"15 years, 7 months","London, Ontario, Canada","116,516",12.8m,313,6,,,,"javascript 10,601,jquery 4,213,dom 2,301,html 1,122,dom-events 644,internet-explorer 296,",https://stackoverflow.com/users/45433/crescent-fresh
enigmativity,"14 years, 5 months","Adelaide, Australia","116,201",8.0m,"4,565",22,,,,"c# 7,451,linq 1,992,.net 1,761,system.reactive 1,616,vb.net 370,multithreading 364,",https://stackoverflow.com/users/259769/enigmativity
gray,"14 years, 9 months",United States,"116,343",13.5m,"2,170",28,,,,"java 6,839,multithreading 4,275,android 2,194,ormlite 2,108,concurrency 1,060,sqlite 741,",https://stackoverflow.com/users/179850/gray
brian bi,"13 years, 9 months","New York, NY, USA","116,519",2.5m,"1,864",94,,,,"c++ 9,330,c++11 2,023,language-lawyer 1,186,templates 981,c++17 637,c++14 388,",https://stackoverflow.com/users/481267/brian-bi
womp,"15 years, 5 months","Victoria, Canada","116,607",19.4m,"1,353",26,,,,"c# 5,320,asp.net 3,306,asp.net-mvc 2,249,.net 2,198,javascript 601,jquery 538,",https://stackoverflow.com/users/63756/womp
levik,"15 years, 10 months","Brooklyn, New York, United States","116,623",10.8m,152,30,28,74,92,"javascript 5,636,regex 748,html 276,java 66,css 65,dom 50,",https://stackoverflow.com/users/4465/levik
cory kramer,"11 years, 3 months","Raleigh, NC","116,584",8.8m,"2,933",42,,,,"python 5,653,c++ 3,374,list 1,010,arrays 536,python-3.x 492,string 482,",https://stackoverflow.com/users/2296458/cory-kramer
eng fouad,"13 years, 5 months","Riyadh, Saudi Arabia","116,790",29.3m,"1,210",193,,,,"java 9,327,string 2,101,arrays 2,099,android 1,275,swing 1,013,user-interface 310,",https://stackoverflow.com/users/597657/eng-fouad
leppie,"15 years, 10 months",South Africa,"116,586",13.9m,"2,027",45,,,,"c# 8,032,.net 3,568,linq 2,933,generics 434,winforms 405,asp.net 310,",https://stackoverflow.com/users/15541/leppie
pkozlowski opensource,"12 years, 1 month",France,"117,332",10.5m,448,1,,,,"angularjs 10,398,javascript 3,019,angular-ui-bootstrap 836,angular-ui 750,jquery 601,angular 573,",https://stackoverflow.com/users/1418796/pkozlowski-opensource
troelskn,"15 years, 10 months","Copenhagen, Denmark","116,689",17.4m,876,31,,,,"php 6,999,mysql 540,javascript 514,html 210,oop 154,ruby 133,",https://stackoverflow.com/users/18180/troelskn
dr molle,"13 years, 9 months",Berlin,"117,148",10.2m,"3,180",1,,,,"javascript 4,799,google-maps-api-3 3,453,google-maps 3,287,jquery 2,855,html 1,023,php 668,",https://stackoverflow.com/users/459897/dr-molle
matt sheppard,"15 years, 11 months",Australia,"117,513",10.9m,98,76,,,,"java 2,506,database 151,c++ 57,linux 18,language-agnostic 14,javascript 13,",https://stackoverflow.com/users/797/matt-sheppard
casebash,"14 years, 10 months","Sydney, Australia","117,301",7.1m,128,359,,,,"android 1,058,python 381,git 119,objective-c 55,iphone 22,java-me 14,",https://stackoverflow.com/users/165495/casebash
arun,"13 years, 6 months",,"118,271",12.7m,"1,303",18,28,287,391,"r 10,645,data.table 3,936,ggplot2 1,637,dataframe 1,274,dplyr 587,reshape 374,",https://stackoverflow.com/users/559784/arun
sinan %c3%9cn%c3%bcr,"15 years, 2 months",USA / TR,"117,724",14.0m,"2,153",33,,,,"perl 7,804,regex 985,html 888,c 811,arrays 501,string 312,",https://stackoverflow.com/users/100754/sinan-%c3%9cn%c3%bcr
davidg,"11 years, 10 months","Newcastle, United Kingdom","117,696",8.8m,"2,425",0,,,,"c# 6,637,asp.net-mvc 1,192,entity-framework 1,095,asp.net 902,.net 776,sql-server 763,",https://stackoverflow.com/users/1663001/davidg
brian,"15 years, 10 months",United Kingdom,"118,403",21.7m,241,0,,,,"python 10,054,string 4,104,python-2.x 770,algorithm 395,dictionary 232,iterator 217,",https://stackoverflow.com/users/9493/brian
e james,"15 years, 8 months",Canada,"118,458",11.6m,562,71,,,,"objective-c 2,377,cocoa 1,470,iphone 973,c++ 957,c 329,excel 283,",https://stackoverflow.com/users/33686/e-james
brian,"15 years, 10 months","Bellevue, WA","118,489",6.3m,"1,379",1,,,,"f# 6,008,.net 2,112,c# 1,785,functional-programming 1,670,visual-studio 846,msbuild 394,",https://stackoverflow.com/users/19299/brian
will hartung,"15 years, 10 months",,"117,601",10.4m,"1,415",31,,,,"java 2,900,rest 1,722,jsp 900,web-services 467,database 431,jakarta-ee 295,",https://stackoverflow.com/users/13663/will-hartung
cerise lim%c3%b3n,"9 years, 9 months","Boulder, CO","118,650",7.0m,"1,601",0,13,271,259,"go 9,918,json 928,struct 678,http 450,websocket 348,slice 333,",https://stackoverflow.com/users/5728991/cerise-lim%c3%b3n
joseph,"13 years, 6 months",,"119,254",13.0m,"1,952",88,,,,"javascript 8,288,jquery 2,590,node.js 2,089,html 1,615,css 625,json 512,",https://stackoverflow.com/users/575527/joseph
mikemaccana,"15 years, 1 month",Your mom's house,"119,110",32.6m,360,549,,,,"javascript 2,130,node.js 2,090,css 616,html 586,python 532,jquery 487,",https://stackoverflow.com/users/123671/mikemaccana
klin,"11 years, 5 months",Poland,"118,749",8.0m,"2,277",2,,,,"postgresql 9,108,sql 2,777,json 2,012,jsonb 1,773,arrays 1,219,aggregate-functions 923,",https://stackoverflow.com/users/1995738/klin
kev,"15 years, 11 months","Greater Perthshire, Scotland","119,227",16.5m,"1,111",147,,,,"c# 2,581,asp.net 2,377,iis 2,363,.net 2,054,iis-7 1,537,powershell 823,",https://stackoverflow.com/users/419/kev
ekhumoro,"12 years, 9 months",,"118,989",10.3m,"2,512",1,,,,"python 7,594,pyqt 5,081,pyqt4 2,095,pyqt5 1,953,qt 1,926,pyside 1,348,",https://stackoverflow.com/users/984421/ekhumoro
jrturton,"12 years, 11 months","Bristol, UK","119,026",5.6m,"2,132",21,,,,"ios 6,718,objective-c 3,031,iphone 2,914,xcode 1,345,uitableview 1,189,cocoa-touch 1,114,",https://stackoverflow.com/users/852828/jrturton
wain,"11 years, 6 months",London,"118,938",4.4m,"4,635",0,,,,"ios 6,136,objective-c 3,547,swift 1,070,iphone 938,core-data 829,restkit 821,",https://stackoverflow.com/users/1987883/wain
spender,"15 years, 10 months",United Kingdom,"119,481",14.5m,"2,448",181,,,,"c# 6,167,.net 1,335,javascript 1,083,linq 885,asp.net 662,multithreading 295,",https://stackoverflow.com/users/14357/spender
creack,"12 years, 11 months","Fort Lauderdale, FL, United States","119,696",11.6m,196,0,12,98,73,"docker 11,227,vagrant 1,225,go 463,linux 328,lxc 151,docker-compose 95,",https://stackoverflow.com/users/884978/creack
rob hruska,"15 years, 9 months","Lincoln, NE","119,758",16.2m,463,31,,,,"java 7,171,grails 901,javascript 605,groovy 443,jquery 358,backbone.js 295,",https://stackoverflow.com/users/29995/rob-hruska
hvgotcodes,"14 years, 3 months","Nova, VA","119,518",17.6m,"1,650",69,,,,"java 5,982,javascript 1,735,jquery 510,hibernate 463,spring 372,grails 286,",https://stackoverflow.com/users/305644/hvgotcodes
eugene,"12 years, 7 months","Moldova, Chisinau","119,572",12.8m,"2,437",94,,,,"java 8,666,java-8 5,359,java-stream 3,233,lambda 1,072,collections 481,multithreading 459,",https://stackoverflow.com/users/1059372/eugene
mike samuel,"15 years, 9 months",Colorado,"119,671",19.2m,"1,583",66,,,,"javascript 5,195,java 4,371,regex 1,828,string 1,287,html 552,security 510,",https://stackoverflow.com/users/20394/mike-samuel
hpique,"14 years, 11 months","Barcelona, Spain","119,874",10.2m,168,388,,,,"swift 898,ios 586,android 423,iphone 272,in-app-purchase 207,objective-c 135,",https://stackoverflow.com/users/143378/hpique
jonrsharpe,"10 years, 8 months","London, United Kingdom","119,796",10.9m,"2,535",4,,,,"python 7,697,python-3.x 1,087,python-2.7 968,angular 920,list 575,javascript 562,",https://stackoverflow.com/users/3001761/jonrsharpe
sean bright,"15 years, 9 months",,"120,123",14.0m,844,4,17,142,149,"javascript 5,796,php 1,150,bash 888,c 586,java 539,c# 521,",https://stackoverflow.com/users/21926/sean-bright
klaus byskov pedersen,"14 years, 7 months",Denmark,"119,874",19.1m,"1,344",44,,,,"c# 4,388,linq 1,408,python 1,282,.net 811,asp.net 556,sql 359,",https://stackoverflow.com/users/218589/klaus-byskov-pedersen
corralien,"3 years, 4 months",,"119,592",2.6m,"5,813",0,,,,"python 6,193,pandas 5,839,dataframe 2,583,python-3.x 605,numpy 560,csv 231,",https://stackoverflow.com/users/15239951/corralien
ralph,"14 years, 4 months","Dresden, Germany","120,183",18.9m,"1,831",143,,,,"java 6,695,spring 6,411,spring-mvc 2,398,spring-security 985,hibernate 778,maven 295,",https://stackoverflow.com/users/280244/ralph
paulsm4,"13 years, 11 months",,"120,269",19.3m,"3,608",98,21,166,233,"linux 3,138,java 1,391,c 1,207,c++ 886,c# 401,android 344,",https://stackoverflow.com/users/421195/paulsm4
george mauer,"15 years, 10 months",United States,"120,722",18.3m,375,722,,,,"c# 507,powershell 342,javascript 249,.net 206,asp.net-mvc 154,asp.net 153,",https://stackoverflow.com/users/5056/george-mauer
alvas,"13 years, 5 months",Singapore,"120,259",24.6m,"1,125",779,,,,"python 5,242,nltk 4,191,nlp 3,259,wordnet 488,string 352,regex 285,",https://stackoverflow.com/users/610569/alvas
p p,"12 years, 4 months",,"120,211",11.7m,"2,344",20,,,,"c 6,994,bash 1,978,c++ 1,318,pointers 1,203,linux 1,202,shell 657,",https://stackoverflow.com/users/1275169/p-p
devart,"15 years, 2 months","Prague, Czech Republic","120,802",23.7m,"2,827",0,,,,"mysql 5,693,sql 3,305,sql-server 3,224,t-sql 933,sql-server-2008 779,c# 758,",https://stackoverflow.com/users/135566/devart
steffen ullrich,"10 years, 7 months",Germany,"120,753",14.8m,"3,738",0,,,,"ssl 4,951,sockets 1,430,python 1,276,perl 1,144,tcp 925,https 888,",https://stackoverflow.com/users/3081018/steffen-ullrich
463035818 is not an ai,"9 years, 9 months",,"119,970",2.7m,"3,753",170,,,,"c++ 8,756,templates 850,c++11 794,c++17 447,pointers 409,vector 391,",https://stackoverflow.com/users/4117728/463035818-is-not-an-ai
spoike,"15 years, 10 months","Lund, Sweden","121,044",10.2m,213,67,,,,"java 1,158,c# 364,version-control 165,javascript 154,git 111,unit-testing 93,",https://stackoverflow.com/users/3713/spoike
fge,"12 years, 7 months",,"120,964",15.4m,"2,208",194,,,,"java 7,675,regex 1,593,json 617,linux 527,string 351,file 249,",https://stackoverflow.com/users/1093528/fge
agstudy,"11 years, 7 months",,"121,118",15.3m,"2,304",69,,,,"r 9,923,ggplot2 1,923,plot 1,108,dataframe 676,matrix 324,regex 239,",https://stackoverflow.com/users/1838509/agstudy
nenad vracar,"9 years, 4 months",Serbia,"121,207",10.3m,"2,808",20,,,,"javascript 5,849,css 4,301,html 3,345,arrays 2,401,flexbox 1,432,ecmascript-6 1,263,",https://stackoverflow.com/users/4620771/nenad-vracar
simeon visser,"12 years, 4 months","London, United Kingdom","121,252",16.6m,"1,242",2,,,,"python 9,254,list 2,507,django 1,761,java 614,python-3.x 603,string 600,",https://stackoverflow.com/users/1267329/simeon-visser
hmjd,"12 years, 8 months","Belfast, United Kingdom","121,395",13.5m,"1,776",16,,,,"c++ 5,840,c 3,168,java 1,529,string 1,220,c++11 769,windows 631,",https://stackoverflow.com/users/1033896/hmjd
that other guy,"11 years, 7 months",,"121,309",8.2m,"2,479",4,,,,"bash 6,940,linux 4,033,shell 2,450,java 983,sh 484,unix 421,",https://stackoverflow.com/users/1899640/that-other-guy
newacct,"15 years, 3 months",,"121,551",15.0m,"1,929",2,,,,"java 3,771,generics 3,129,objective-c 1,282,swift 1,089,haskell 911,ios 623,",https://stackoverflow.com/users/86989/newacct
bruno,14 years,,"121,551",21.1m,"1,351",8,32,275,381,"ssl 6,381,java 4,793,security 1,789,https 1,131,certificate 873,openssl 861,",https://stackoverflow.com/users/372643/bruno
yu hao,"12 years, 8 months","Shanghai, China","121,442",11.8m,"1,958",29,,,,"c 4,628,lua 1,917,c++ 1,781,python 1,135,string 1,027,ruby 985,",https://stackoverflow.com/users/1009479/yu-hao
m deinum,"10 years, 11 months",Netherlands,"121,556",15.3m,"2,004",3,,,,"spring 7,796,java 6,894,spring-boot 5,046,spring-mvc 2,534,hibernate 1,291,jpa 1,100,",https://stackoverflow.com/users/2696260/m-deinum
trojanfoe,"14 years, 3 months","Wickham, Hampshire, UK","121,761",11.5m,"2,717",44,,,,"objective-c 3,400,ios 3,059,xcode 2,299,macos 1,075,c++ 1,003,iphone 930,",https://stackoverflow.com/users/299924/trojanfoe
aaron maenpaa,"15 years, 10 months","Seattle, WA, United States","121,780",25.4m,225,5,,,,"python 6,528,string 5,791,java 1,898,regex 1,048,javascript 1,047,django 167,",https://stackoverflow.com/users/2603/aaron-maenpaa
gord thompson,"11 years, 4 months","Calgary, AB, Canada","121,529",14.3m,"3,595",12,,,,"ms-access 4,176,python 2,473,pyodbc 1,969,sql-server 1,916,sql 1,515,java 1,369,",https://stackoverflow.com/users/2144390/gord-thompson
nick heiner,"14 years, 11 months","Arlington, VA","121,562",14.5m,70,899,,,,"javascript 212,python 47,django 33,java 12,google-app-engine 8,silverlight 5,",https://stackoverflow.com/users/147601/nick-heiner
ian roberts,"13 years, 5 months",,"121,801",9.3m,"2,568",4,17,174,184,"java 5,164,xml 1,950,xslt 1,558,grails 1,005,xpath 909,groovy 417,",https://stackoverflow.com/users/592139/ian-roberts
kooiinc,"15 years, 5 months",Netherlands,"121,800",28.0m,"2,101",30,,,,"javascript 9,981,arrays 1,576,html 869,jquery 798,css 567,regex 412,",https://stackoverflow.com/users/58186/kooiinc
tom wadley,"13 years, 5 months","Melbourne, Australia","121,913",12.9m,28,3,,,,"javascript 31,php 4,string 4,jquery 4,html 3,java 2,",https://stackoverflow.com/users/613430/tom-wadley
suresh atta,"11 years, 6 months",Hyderabad - Vijayawada,"121,557",20.8m,"3,807",132,,,,"java 7,973,javascript 1,341,jquery 1,145,string 853,arrays 660,html 618,",https://stackoverflow.com/users/1927832/suresh-atta
devnull,"11 years, 3 months",Planet Earth,"121,862",19.8m,"1,457",2,,,,"bash 5,554,linux 3,212,shell 3,051,unix 1,416,regex 1,386,awk 1,077,",https://stackoverflow.com/users/2235132/devnull
aaronaught,"15 years, 8 months","Mountain View, CA","122,019",9.8m,"1,036",52,,,,"c# 4,942,.net 2,749,sql-server 1,586,sql 1,378,asp.net-mvc 707,asp.net 535,",https://stackoverflow.com/users/38360/aaronaught
robert longson,"12 years, 8 months","London, United Kingdom","122,362",7.7m,"2,341",0,,,,"svg 9,551,html 3,150,css 2,940,javascript 2,872,d3.js 827,firefox 754,",https://stackoverflow.com/users/1038015/robert-longson
ars,"15 years, 10 months",,"122,474",22.6m,559,0,23,148,134,"python 8,856,django 1,227,r 1,123,django-models 295,numpy 170,xml 115,",https://stackoverflow.com/users/2611/ars
steve bennett,"14 years, 5 months","Melbourne, Australia","122,225",10.0m,687,297,,,,"mapbox-gl-js 753,javascript 527,mapbox 489,git 383,mapbox-gl 180,html 148,",https://stackoverflow.com/users/263268/steve-bennett
lhunath,"15 years, 5 months","Ottawa, ON, Canada","123,338",8.5m,92,21,,,,"bash 12,274,linux 4,604,unix 2,304,macos 2,261,shell 2,034,scripting 1,208,",https://stackoverflow.com/users/58803/lhunath
martineau,"14 years, 1 month","Seattle, WA","122,347",29.8m,"3,984",20,,,,"python 9,282,python-3.x 856,tkinter 788,csv 565,dictionary 482,json 418,",https://stackoverflow.com/users/355230/martineau
john bode,15 years,"Manor, TX","122,410",23.8m,"3,503",13,,,,"c 10,707,pointers 2,595,arrays 2,491,c++ 1,146,string 631,function 435,",https://stackoverflow.com/users/134554/john-bode
aku,"15 years, 11 months","Moscow, Russia","123,400",24.6m,456,24,,,,"c# 3,711,sql 3,513,.net 3,120,winforms 871,xml 731,database 475,",https://stackoverflow.com/users/1196/aku
radim k%c3%b6hler,"11 years, 10 months","Prague, Czech Republic","123,421",9.7m,"2,229",1,,,,"angularjs 4,878,angular-ui-router 4,205,javascript 2,611,nhibernate 1,920,typescript 1,742,c# 1,404,",https://stackoverflow.com/users/1679310/radim-k%c3%b6hler
chaos,"15 years, 7 months",,"123,475",37.5m,"1,293",22,33,305,310,"php 2,084,mysql 1,580,regex 1,436,javascript 1,232,sql 1,117,html 849,",https://stackoverflow.com/users/47529/chaos
creativecreatorormaybenot,8 years,,"123,598",7.6m,500,172,63,310,421,"flutter 7,438,dart 7,294,flutter-layout 477,firebase 468,google-cloud-firestore 364,android 321,",https://stackoverflow.com/users/6509751/creativecreatorormaybenot
janos,"13 years, 4 months",Switzerland,"123,534",13.3m,"2,448",37,,,,"bash 2,541,git 2,429,java 1,750,linux 1,204,shell 1,128,python 608,",https://stackoverflow.com/users/641955/janos
psl,"12 years, 8 months","New York, United States","123,620",11.3m,"2,146",5,,,,"javascript 5,567,jquery 4,081,angularjs 3,883,html 2,489,css 1,715,twitter-bootstrap 972,",https://stackoverflow.com/users/1009603/psl
pshemo,"12 years, 2 months",Poland,"123,765",16.5m,"2,352",4,,,,"java 10,434,regex 1,967,arrays 1,678,string 1,148,java-8 817,split 627,",https://stackoverflow.com/users/1393766/pshemo
ben james,"14 years, 9 months","London, United Kingdom","123,811",11.2m,411,3,26,194,155,"python 3,993,git 3,282,scala 2,206,php 1,137,django 952,list 239,",https://stackoverflow.com/users/189179/ben-james
frank heikens,"14 years, 5 months",,"123,897",15.8m,"1,146",1,26,150,144,"postgresql 10,532,sql 1,799,database 1,797,mysql 1,141,indexing 341,plpgsql 215,",https://stackoverflow.com/users/271959/frank-heikens
fabrizio calderan,"12 years, 7 months","Treviso, Province of Treviso, Italy","122,557",15.5m,"2,048",8,,,,"css 7,172,javascript 3,720,html 3,684,jquery 3,101,css-selectors 242,sass 162,",https://stackoverflow.com/users/1098851/fabrizio-calderan
ed swangren,"15 years, 11 months",United States,"124,034",18.9m,"1,704",67,,,,"c# 5,892,c++ 2,361,c 1,946,string 1,007,arrays 982,ruby 886,",https://stackoverflow.com/users/1053/ed-swangren
reza aghaei,"10 years, 7 months","Copenhagen, Denmark","123,916",8.0m,"2,450",11,18,220,418,"c# 7,243,winforms 6,386,.net 4,504,datagridview 972,windows-forms-designer 525,vb.net 489,",https://stackoverflow.com/users/3110834/reza-aghaei
steve harrison,"15 years, 6 months",,"124,057",12.2m,186,18,16,88,72,"javascript 10,244,objective-c 565,css 261,html 255,iphone 251,cocoa-touch 128,",https://stackoverflow.com/users/48492/steve-harrison
joe,"15 years, 10 months",,"123,785",18.8m,"1,979",107,33,209,340,"c# 7,699,.net 5,091,asp.net 2,023,excel 609,vba 400,asp.net-mvc 371,",https://stackoverflow.com/users/13087/joe
dylan markow,"13 years, 11 months","Dallas, TX","124,099",5.7m,997,1,,,,"ruby-on-rails 6,010,ruby 5,459,ruby-on-rails-3 3,756,activerecord 1,123,rubygems 1,013,ruby-on-rails-4 492,",https://stackoverflow.com/users/424300/dylan-markow
danield,"13 years, 3 months",Israel,"124,293",32.5m,894,76,,,,"css 10,433,html 6,828,flexbox 1,443,responsive-design 658,javascript 400,jquery 344,",https://stackoverflow.com/users/703717/danield
tatu ulmanen,"14 years, 8 months",Finland,"124,255",17.1m,788,31,,,,"jquery 5,310,javascript 3,274,php 2,788,css 1,256,mysql 982,html 981,",https://stackoverflow.com/users/198707/tatu-ulmanen
programmer,10 years,"Massachusetts, United States","124,139",11.4m,"2,223",58,22,244,332,"unity-game-engine 9,687,c# 8,303,android 810,json 512,c++ 263,ios 186,",https://stackoverflow.com/users/3785314/programmer
haim evgi,"15 years, 4 months",Israel,"124,688",25.6m,812,109,,,,"php 2,264,html 2,150,javascript 1,876,mysql 1,804,jquery 515,css 479,",https://stackoverflow.com/users/74314/haim-evgi
shay levy,"15 years, 10 months",Israel,"125,162",28.1m,"1,226",0,,,,"powershell 11,494,powershell-2.0 1,769,string 918,windows 680,arrays 434,powershell-3.0 351,",https://stackoverflow.com/users/9833/shay-levy
ma11hew28,"14 years, 6 months",,"124,704",15.4m,370,622,120,458,656,"ios 1,131,objective-c 732,iphone 497,swift 271,uitableview 253,xcode 194,",https://stackoverflow.com/users/242933/ma11hew28
craig stuntz,"15 years, 10 months","Columbus, OH","126,407",11.8m,"2,175",13,,,,"entity-framework 4,213,c# 3,116,asp.net-mvc 2,954,.net 2,302,linq 695,jquery 670,",https://stackoverflow.com/users/7714/craig-stuntz
jonas,"14 years, 8 months","Oslo, Norway","126,420",14.1m,861,234,,,,"kubernetes 1,927,java 883,kubectl 494,swing 491,javascript 302,kubernetes-pod 290,",https://stackoverflow.com/users/213269/jonas
grundlefleck,"15 years, 10 months","Glasgow, United Kingdom","127,851",7.2m,115,61,,,,"java 447,linux 185,eclipse 152,oop 96,immutability 29,unit-testing 29,",https://stackoverflow.com/users/4120/grundlefleck
jeff,"13 years, 4 months",,"127,842",22.8m,990,1,21,222,189,"pandas 11,684,python 11,274,dataframe 4,197,hdf5 1,212,numpy 582,pytables 368,",https://stackoverflow.com/users/644898/jeff
dan tao,"15 years, 2 months","Austin, TX, United States","127,621",15.0m,"1,050",267,,,,"c# 6,680,.net 3,685,vb.net 1,170,linq 590,javascript 520,generics 416,",https://stackoverflow.com/users/105570/dan-tao
einpoklum,"11 years, 11 months","Haifa, Palestine","126,756",11.8m,"1,633","1,407",,,,"c++ 4,450,c++11 1,845,cuda 725,cmake 334,c++17 316,c 292,",https://stackoverflow.com/users/1593077/einpoklum
adam dymitruk,"14 years, 7 months","Vancouver, Canada","127,858",16.7m,"1,190",5,,,,"git 11,653,version-control 8,662,branch 4,675,github 633,git-branch 475,git-submodules 417,",https://stackoverflow.com/users/1864976/adam-dymitruk
